causal/Audio_Influence,causal/Text_Influence,causal/Video_Influence,causal/temperature,epoch,lr-AdamW,step,test_acc,test_auroc,test_bal_acc,test_balanced_acc,test_loss,test_loss_causal,test_loss_diff,test_loss_kl,test_loss_recon,test_loss_task,test_macro_f1,train_acc,train_bal_acc,train_loss,train_loss_causal,train_loss_diff,train_loss_kl,train_loss_recon,train_loss_task,val/hallucination_acc,val/latent_drift_t0,val_acc,val_bal_acc,val_loss,val_loss_causal,val_loss_diff,val_loss_kl,val_loss_recon,val_loss_task,warmup/gamma_diff,warmup/gamma_kl,warmup/gamma_recon
,,,,,5e-05,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0,,9,,,,,,,,,,,,0.203125,,3.1667230129241943,0.20826071500778198,1.1494488716125488,0.4957335889339447,0.0,3.1563100814819336,,,,,,,,,,,0.0,0.0,0.05000000074505806
,,,,,5e-05,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0,,19,,,,,,,,,,,,0.28125,,2.572376251220703,0.18843409419059753,1.1514662504196167,0.5347325205802917,0.0,2.5629546642303467,,,,,,,,,,,0.0,0.0,0.05000000074505806
,,,,,5e-05,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0,,29,,,,,,,,,,,,0.265625,,3.0954127311706543,0.17356780171394348,1.1518983840942383,0.552405059337616,0.0,3.0867342948913574,,,,,,,,,,,0.0,0.0,0.05000000074505806
0.32650575041770935,0.345660001039505,0.32783421874046326,,0,,30,,,,,,,,,,,,,,,,,,,,,0.21647734940052032,0.6682577729225159,0.18703262507915497,2.721074104309082,0.12206226587295532,1.1402530670166016,0.6235820651054382,0.0,2.714970827102661,,,
,,,1.0,0,,30,,,,,,,,,,,,,0.1359952837228775,,,,,,,,,,,,,,,,,,,
,,,,,9.5e-05,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,,39,,,,,,,,,,,,0.5,,2.8223538398742676,0.14576704800128937,1.1517890691757202,0.5713569521903992,0.0,2.757929801940918,,,,,,,,,,,0.0,0.10000000149011612,0.10000000149011612
,,,,,9.5e-05,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,,49,,,,,,,,,,,,0.53125,,3.671712636947632,0.11915961652994156,1.1493314504623413,0.5710006952285767,0.0,3.608654499053955,,,,,,,,,,,0.0,0.10000000149011612,0.10000000149011612
,,,,,9.5e-05,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,,59,,,,,,,,,,,,0.390625,,3.064648389816284,0.09661254286766052,1.147454857826233,0.5674180388450623,0.0,3.0030760765075684,,,,,,,,,,,0.0,0.10000000149011612,0.10000000149011612
0.3290725648403168,0.3561052083969116,0.3148222267627716,,1,,61,,,,,,,,,,,,,,,,,,,,,0.21070317924022675,0.6682577729225159,0.18703262507915497,2.7628273963928223,0.04417816549539566,1.1384087800979614,0.6277320384979248,0.0,2.697845458984375,,,
,,,0.949999988079071,1,,61,,,,,,,,,,,,,0.15902398526668549,,,,,,,,,,,,,,,,,,,
,,,,,0.00014000000000000001,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,,69,,,,,,,,,,,,0.5,,2.7832396030426025,0.07346313446760178,1.1525758504867554,0.5201902985572815,0.0,2.6755285263061523,,,,,,,,,,,0.0,0.20000000298023224,0.15000000596046448
,,,,,0.00014000000000000001,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,,79,,,,,,,,,,,,0.515625,,2.615506410598755,0.05431361868977547,1.1499282121658325,0.46821027994155884,0.0,2.519148826599121,,,,,,,,,,,0.0,0.20000000298023224,0.15000000596046448
,,,,,0.00014000000000000001,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,,89,,,,,,,,,,,,0.484375,,2.479733467102051,0.04145503044128418,1.1506915092468262,0.3935140371322632,0.0,2.3989579677581787,,,,,,,,,,,0.0,0.20000000298023224,0.15000000596046448
0.2735694944858551,0.28648534417152405,0.43994516134262085,,2,,92,,,,,,,,,,,,,,,,,,,,,0.178466334939003,0.6587111949920654,0.20203183591365814,2.7397751808166504,0.013648007996380329,1.137972116470337,0.3395170569419861,0.0,2.6711888313293457,,,
,,,0.8999999761581421,2,,92,,,,,,,,,,,,,0.17690077424049377,,,,,,,,,,,,,,,,,,,
,,,,,0.00018500000000000002,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,,99,,,,,,,,,,,,0.4375,,2.829050064086914,0.031335897743701935,1.1464959383010864,0.3421669900417328,0.0,2.7248330116271973,,,,,,,,,,,0.0,0.30000001192092896,0.20000000298023224
,,,,,0.00018500000000000002,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,,109,,,,,,,,,,,,0.5,,2.6862053871154785,0.024370484054088593,1.151207685470581,0.29118165373802185,0.0,2.59763240814209,,,,,,,,,,,0.0,0.30000001192092896,0.20000000298023224
,,,,,0.00018500000000000002,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,,119,,,,,,,,,,,,0.5,,2.8241004943847656,0.017650963738560677,1.1463782787322998,0.23281541466712952,0.0,2.753373146057129,,,,,,,,,,,0.0,0.30000001192092896,0.20000000298023224
0.25695717334747314,0.23604564368724823,0.5069972276687622,,3,,123,,,,,,,,,,,,,,,,,,,,,0.1558040827512741,0.6587111949920654,0.20170673727989197,2.7095799446105957,0.0057926480658352375,1.1379097700119019,0.1833420693874359,0.0,2.654287576675415,,,
,,,0.8500000238418579,3,,123,,,,,,,,,,,,,0.16675035655498505,,,,,,,,,,,,,,,,,,,
,,,,,0.00023000000000000003,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,4,,129,,,,,,,,,,,,0.65625,,2.3722705841064453,0.01314194593578577,1.148720145225525,0.21281741559505463,0.0,2.2864866256713867,,,,,,,,,,,0.0,0.4000000059604645,0.25
,,,,,0.00023000000000000003,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,4,,139,,,,,,,,,,,,0.5625,,2.610950231552124,0.009902282617986202,1.150300145149231,0.1669970601797104,0.0,2.54365611076355,,,,,,,,,,,0.0,0.4000000059604645,0.25
,,,,,0.00023000000000000003,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,4,,149,,,,,,,,,,,,0.546875,,2.8024117946624756,0.008267474360764027,1.1463861465454102,0.1353929340839386,0.0,2.7478411197662354,,,,,,,,,,,0.0,0.4000000059604645,0.25
0.14841029047966003,0.11216794699430466,0.7394216656684875,,4,,154,,,,,,,,,,,,,,,,,,,,,0.14428187906742096,0.5560859441757202,0.24968835711479187,2.709104299545288,0.003645513439550996,1.13490891456604,0.0990319550037384,0.0,2.669309377670288,,,
,,,0.800000011920929,4,,154,,,,,,,,,,,,,0.20144881308078766,,,,,,,,,,,,,,,,,,,
,,,,,0.000275,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5,,159,,,,,,,,,,,,0.65625,,2.2574045658111572,0.00682275602594018,1.1505622863769531,0.11151865869760513,0.0,2.2013039588928223,,,,,,,,,,,0.0,0.5,0.30000001192092896
,,,,,0.000275,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5,,169,,,,,,,,,,,,0.53125,,2.6911113262176514,0.005197566468268633,1.1433651447296143,0.0990426242351532,0.0,2.6413302421569824,,,,,,,,,,,0.0,0.5,0.30000001192092896
,,,,,0.000275,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5,,179,,,,,,,,,,,,0.515625,,3.322005033493042,0.0037440117448568344,1.1421124935150146,0.09231331199407578,0.0,3.2756612300872803,,,,,,,,,,,0.0,0.5,0.30000001192092896
0.2026422917842865,0.11499440670013428,0.6823632121086121,,5,,185,,,,,,,,,,,,,,,,,,,,,0.1372586041688919,0.6467780470848083,0.24977004528045654,2.669546604156494,0.0018180158222094178,1.1365993022918701,0.07894256711006165,0.0,2.6299843788146973,,,
,,,0.75,5,,185,,,,,,,,,,,,,0.19563981890678406,,,,,,,,,,,,,,,,,,,
,,,,,0.00032,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,6,,189,,,,,,,,,,,,0.515625,,3.5069189071655273,0.004351987037807703,1.1474599838256836,0.08278409391641617,0.0,3.457030773162842,,,,,,,,,,,0.0,0.6000000238418579,0.3499999940395355
,,,,,0.00032,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
